%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488231649628
1,0,1,1488231650161
1,0,5,1488231651361
1,0,9,1488231652761
1,0,11,1488231653593
1,0,13,1488231654426
1,0,14,1488231654860
1,0,20,1488231657493
1,0,21,1488231658293
1,0,25,1488231659561
1,0,28,1488231660695
1,0,29,1488231661628
1,0,30,1488231662228
1,0,34,1488231664028
1,0,35,1488231664495
1,0,37,1488231665227
1,0,39,1488231666127
1,0,41,1488231666894
1,0,42,1488231667960
1,0,43,1488231668327
9,0,-1,1488231668561
1,1,1,1488231672129
1,1,3,1488231672962
1,1,4,1488231673462
1,1,9,1488231674963
1,1,11,1488231675661
1,1,14,1488231676661
2,1,14,1488231677428
1,1,15,1488231678594
1,1,19,1488231680163
1,1,20,1488231680728
1,1,21,1488231681262
1,1,24,1488231682161
1,1,25,1488231682528
1,1,29,1488231683630
1,1,32,1488231684396
-1,1,31,1488231685063
2,1,32,1488231685962
1,1,31,1488231686328
1,1,32,1488231686728
1,1,33,1488231687462
1,1,35,1488231688195
2,1,35,1488231688662
1,1,36,1488231689095
9,1,-1,1488231689561
1,2,0,1488231691130
1,2,2,1488231691964
1,2,4,1488231692664
1,2,7,1488231693464
1,2,11,1488231694364
1,2,16,1488231695730
2,2,16,1488231696165
1,2,17,1488231696630
1,2,19,1488231697696
1,2,21,1488231698395
-1,2,20,1488231699529
2,2,21,1488231700096
1,2,20,1488231700429
1,2,21,1488231700896
1,2,25,1488231702064
1,2,26,1488231702431
1,2,28,1488231703131
1,2,30,1488231703664
1,2,32,1488231704298
1,2,33,1488231704931
1,2,35,1488231705764
1,2,36,1488231705932
1,2,39,1488231707064
1,2,41,1488231707763
1,2,42,1488231708263
1,2,43,1488231708796
1,2,45,1488231709663
9,2,-1,1488231710563
1,3,0,1488231711430
1,3,1,1488231711863
1,3,2,1488231712330
1,3,5,1488231713731
1,3,7,1488231714665
1,3,8,1488231714965
1,3,13,1488231717198
1,3,17,1488231718397
1,3,18,1488231718663
1,3,20,1488231719530
1,3,21,1488231720364
1,3,24,1488231721430
1,3,26,1488231722630
1,3,28,1488231723399
1,3,34,1488231724932
-1,3,33,1488231725566
2,3,34,1488231726066
1,3,33,1488231726432
1,3,36,1488231727532
1,3,40,1488231728966
1,3,42,1488231729897
1,3,44,1488231730797
1,3,45,1488231730964
9,3,-1,1488231731564
-1,3,47,1488231731931
1,4,2,1488231734666
1,4,6,1488231735966
1,4,7,1488231736299
1,4,8,1488231736834
1,4,9,1488231737267
1,4,11,1488231737966
1,4,12,1488231738333
1,4,14,1488231739067
1,4,15,1488231740131
1,4,21,1488231741798
1,4,24,1488231742731
1,4,25,1488231743298
1,4,28,1488231744432
1,4,30,1488231745435
1,4,32,1488231746200
1,4,33,1488231746701
1,4,34,1488231747700
1,4,37,1488231748268
2,4,37,1488231748934
1,4,36,1488231749368
1,4,37,1488231749667
1,4,39,1488231750434
1,4,40,1488231751465
9,4,-1,1488231752565
-1,4,44,1488231752899
1,5,0,1488231754632
1,5,4,1488231755399
1,5,7,1488231756134
1,5,11,1488231757101
1,5,12,1488231757235
1,5,14,1488231758001
1,5,16,1488231758867
1,5,17,1488231759334
1,5,20,1488231760301
1,5,22,1488231760901
1,5,23,1488231761402
1,5,25,1488231762066
1,5,26,1488231762699
1,5,27,1488231762933
1,5,29,1488231764166
