%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488232247286,1488232254518
1,1,34,34,0,1488232255487,1488232261719
2,0,52,52,0,1488232271690,1488232277486
2,1,36,36,0,1488232278455,1488232284187
2,2,368,368,0,1488232285191,1488232292887
2,3,208,208,0,1488232293857,1488232301821
2,4,2306,2306,0,1488232302791,1488232312356
2,5,5047,5047,0,1488232313359,1488232323156
2,6,41075,41075,2,1488232324159,1488232344774
2,7,31620,31620,0,1488232345777,1488232357641
2,8,281376,281376,0,1488232358644,1488232372875
2,9,816508,816508,0,1488232373843,1488232388609
2,10,4806317,4806317,0,1488232389613,1488232410644
2,11,0851680,0851680,0,1488232411614,1488232428511
2,12,47081536,47081536,1,1488232429480,1488232456780
2,13,25408016,25408016,0,1488232457781,1488232476448
2,14,315706824,315786042,0,1488232477451,1488232498448
2,15,427601358,427601358,0,1488232499452,1488232518517
3,0,60,06,0,1488232528271,1488232534167
3,1,24,42,0,1488232535136,1488232540968
4,0,51,15,0,1488232548072,1488232554569
4,1,37,73,0,1488232555537,1488232561403
4,2,630,036,0,1488232562373,1488232570804
4,3,580,085,0,1488232571806,1488232579704
4,4,5683,3865,0,1488232580674,1488232591204
4,5,2841,1482,0,1488232592174,1488232602572
4,6,47812,21874,0,1488232603574,1488232616439
4,7,03415,51430,0,1488232617440,1488232630472
4,8,507613,316705,0,1488232631441,1488232645107
4,9,073280,082370,0,1488232646111,1488232661841
4,10,4083671,1763804,0,1488232662843,1488232688010
4,11,8027308,8037248,0,1488232688980,1488232706743
4,12,52480873,37808425,0,1488232707714,1488232724511
4,13,41807263,36208174,0,1488232725480,1488232748612
4,14,672183054,450318267,0,1488232749581,1488232769247
4,15,734127416,614721437,0,1488232770216,1488232790815
