%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488331350395,1488331356560
1,1,34,34,0,1488331357562,1488331363794
2,0,52,52,0,1488331370863,1488331377195
2,1,36,36,0,1488331378196,1488331384462
2,2,368,368,0,1488331385430,1488331393296
2,3,208,208,0,1488331394297,1488331402129
2,4,2306,2306,1,1488331403098,1488331417730
2,5,5047,5047,0,1488331418732,1488331427998
2,6,41075,41075,0,1488331428966,1488331440599
2,7,31620,31620,0,1488331441567,1488331452999
2,8,281376,281376,0,1488331454001,1488331467400
2,9,816508,816508,0,1488331468368,1488331482001
2,10,4806317,4806317,0,1488331482969,1488331498568
2,11,0851680,0851680,0,1488331499570,1488331518003
2,12,47081536,47081356,0,1488331519005,1488331537388
2,13,25408016,25408016,0,1488331538390,1488331555921
2,14,315706824,315706824,0,1488331556891,1488331576523
2,15,427601358,427601358,0,1488331577492,1488331599524
3,0,60,06,0,1488331604926,1488331612425
3,1,24,42,0,1488331613427,1488331619558
4,0,51,15,0,1488331623494,1488331629559
4,1,37,73,0,1488331630527,1488331637393
4,2,630,036,0,1488331638362,1488331646128
4,3,580,085,0,1488331647095,1488331654994
4,4,5683,3865,0,1488331655962,1488331665361
4,5,2841,1482,1,1488331666330,1488331679529
4,6,47812,21874,0,1488331680497,1488331691996
4,7,03415,51430,0,1488331692965,1488331704530
4,8,507613,316705,0,1488331705499,1488331718397
4,9,073280,082370,1,1488331719366,1488331742198
4,10,4083671,1763804,0,1488331743167,1488331759100
4,11,8027308,8037204,0,1488331760069,1488331778701
4,12,52480873,37808425,0,1488331779669,1488331799368
4,13,41807263,36720814,0,1488331800370,1488331819836
4,14,672183054,,0,1488331820805,1488331847705
4,15,734127416,61472147,0,1488331848740,1488331869273
