%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1488329963275,1488329966277,1488329976096
1,G4,G,4,1488329977626,1488329980627,1488329991260
2,3W5,W,35,1488329992793,1488329997296,1488330003060
3,T7L,LT,7,1488330004594,1488330009095,1488330014829
4,1JA,AJ,1,1488330016361,1488330020862,1488330026254
0,F4,F,4,1488330031345,1488330034347,1488330039110
1,1J,J,1,1488330040629,1488330043631,1488330048104
2,A7,A,7,1488330049629,1488330052632,1488330057700
3,L1H,HL,1,1488330059230,1488330063731,1488330071368
4,T2S,ST,2,1488330072897,1488330077399,1488330084994
5,K43,K,34,1488330086515,1488330091017,1488330095368
6,R5B2,BR,25,1488330096899,1488330102902,1488330108654
7,N3L9,LN,39,1488330110183,1488330116185,1488330123601
8,5V8P,PV,58,1488330125167,1488330131135,1488330138807
9,4M7S1,MS,147,1488330140334,1488330147837,1488330154892
10,L3E1D,DEL,13,1488330156419,1488330163921,1488330171202
11,9M6K2,KM,269,1488330172720,1488330180222,1488330190272
12,D1B5R9,BDR,159,1488330191804,1488330200806,1488330207438
13,G9T2A5,AGT,259,1488330208972,1488330217973,1488330226031
14,3W5A1G,AGW,135,1488330227556,1488330236558,1488330243745
15,B6H7A5K,ABHK,567,1488330245274,1488330255776,1488330276945
16,8H4R1C2,CHR,1248,1488330278476,1488330288978,1488330317072
17,C7B5N9Y,BCNY,579,1488330318595,1488330329097,1488330338509
18,3Q8D4R6F,DFQR,3468,1488330340030,1488330352031,1488330365865
19,P2H8F4Y6,HPY,428,1488330367397,1488330379399,1488330418250
20,7D9T3E4S,DEST,3479,1488330419784,1488330431786,1488330448626
