%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1487037058982,-1,1487037058449
6,0,2,1,1,1,2,1487037062050,1487037062916,1487037061519
6,0,3,1,1,0,7,1487037065115,-1,1487037064585
6,0,4,1,1,1,7,1487037068149,1487037069016,1487037067618
6,0,5,1,1,0,1,1487037071182,-1,1487037070652
6,0,6,1,1,1,1,1487037074249,1487037074949,1487037073718
6,0,7,1,1,0,4,1487037077250,-1,1487037076752
6,0,8,1,1,0,5,1487037080316,-1,1487037079786
6,0,9,1,1,0,6,1487037083350,-1,1487037082819
6,0,10,1,1,0,3,1487037086417,-1,1487037085888
6,0,11,1,1,0,0,1487037089450,-1,1487037088919
6,1,1,1,1,3,7,1487037107985,-1,1487037107485
6,1,2,1,1,0,2,1487037111051,-1,1487037110521
6,1,3,1,1,1,2,1487037114052,1487037114886,1487037113553
6,1,4,1,1,0,6,1487037117085,-1,1487037116588
6,1,5,1,1,0,7,1487037120152,-1,1487037119622
6,1,6,1,1,0,5,1487037123185,-1,1487037122655
6,1,7,1,1,1,5,1487037126219,1487037127119,1487037125722
6,1,8,1,1,0,4,1487037129253,-1,1487037128722
6,1,9,1,1,0,6,1487037132319,-1,1487037131789
6,1,10,1,1,0,7,1487037135320,-1,1487037134822
6,1,11,1,1,1,7,1487037138386,1487037138986,1487037137855
6,1,12,1,1,0,2,1487037141420,-1,1487037140889
6,1,13,1,1,0,0,1487037144454,-1,1487037143923
6,1,14,1,1,1,0,1487037147520,1487037148488,1487037146990
6,1,15,1,1,0,3,1487037150587,-1,1487037150057
6,1,16,1,1,0,7,1487037153621,-1,1487037153090
6,1,17,1,1,0,2,1487037156654,-1,1487037156125
6,1,18,1,1,0,4,1487037159721,-1,1487037159191
6,1,19,1,1,1,4,1487037162755,1487037163554,1487037162225
6,1,20,1,1,1,4,1487037165788,1487037166656,1487037165290
6,1,21,1,1,0,2,1487037168822,-1,1487037168324
6,2,1,2,1,3,0,1487037216891,-1,1487037216358
6,2,2,2,1,3,4,1487037219924,-1,1487037219395
6,2,3,2,1,1,0,1487037222991,1487037223724,1487037222461
6,2,4,2,1,0,2,1487037226058,-1,1487037225528
6,2,5,2,1,1,0,1487037229091,1487037230492,1487037228561
6,2,6,2,1,1,2,1487037232125,1487037233225,1487037231594
6,2,7,2,1,0,6,1487037235192,-1,1487037234661
6,2,8,2,1,0,3,1487037238258,-1,1487037237728
6,2,9,2,1,0,4,1487037241292,-1,1487037240761
6,2,10,2,1,0,2,1487037244326,-1,1487037243796
6,2,11,2,1,0,0,1487037247359,-1,1487037246828
6,2,12,2,1,0,7,1487037250393,-1,1487037249896
6,3,1,2,1,3,7,1487037268960,-1,1487037268427
6,3,2,2,1,3,3,1487037271994,-1,1487037271464
6,3,3,2,1,0,5,1487037275061,-1,1487037274530
6,3,4,2,1,0,0,1487037278095,-1,1487037277597
6,3,5,2,1,0,4,1487037281161,-1,1487037280630
6,3,6,2,1,0,2,1487037284228,-1,1487037283698
6,3,7,2,1,0,5,1487037287262,-1,1487037286731
6,3,8,2,1,0,3,1487037290328,-1,1487037289797
6,3,9,2,1,0,6,1487037293361,-1,1487037292831
6,3,10,2,1,0,2,1487037296395,-1,1487037295865
6,3,11,2,1,0,1,1487037299462,-1,1487037298932
6,3,12,2,1,1,2,1487037302495,1487037303529,1487037301966
6,3,13,2,1,0,7,1487037305529,-1,1487037304999
6,3,14,2,1,0,0,1487037308562,-1,1487037308032
6,3,15,2,1,1,7,1487037311596,1487037312663,1487037311098
6,3,16,2,1,1,0,1487037314663,1487037315763,1487037314132
