%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487813187450,1487813194048
1,1,34,34,0,1487813195050,1487813201148
2,0,52,52,0,1487813204783,1487813210615
2,1,36,36,0,1487813211586,1487813217216
2,2,368,368,0,1487813218217,1487813226550
2,3,208,208,0,1487813227551,1487813235550
2,4,2306,2306,0,1487813236552,1487813246718
2,5,5047,5047,1,1487813247686,1487813263685
2,6,41075,41075,0,1487813264653,1487813276385
2,7,31620,13620,0,1487813277354,1487813290219
2,8,281376,281376,0,1487813291189,1487813304920
2,9,816508,816058,0,1487813305889,1487813321755
2,10,4806317,4806137,0,1487813322756,1487813339889
2,11,0851680,506180,0,1487813340891,1487813358090
3,0,60,06,0,1487813367092,1487813373091
3,1,24,42,0,1487813374061,1487813379825
4,0,51,15,0,1487813387461,1487813394092
4,1,37,73,0,1487813395095,1487813401393
4,2,630,036,0,1487813402361,1487813410260
4,3,580,085,0,1487813411263,1487813419927
4,4,5683,3865,0,1487813420895,1487813430961
4,5,2841,1482,0,1487813431963,1487813442862
4,6,47812,2184,0,1487813443830,1487813456565
4,7,03415,51430,0,1487813457564,1487813469130
4,8,507613,316705,0,1487813470098,1487813484864
4,9,073280,082317,3,1487813485866,1487813513632
4,10,4083671,1763840,0,1487813514601,1487813529400
4,11,8027308,0873108,0,1487813530368,1487813553501
