%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488233343579
1,0,1,1488233344046
1,0,2,1488233345047
1,0,3,1488233345481
1,0,10,1488233349214
1,0,12,1488233350914
1,0,15,1488233351847
1,0,19,1488233354680
1,0,22,1488233355881
1,0,25,1488233356914
2,0,25,1488233357881
1,0,24,1488233359482
1,0,27,1488233361848
9,0,-1,1488233362015
1,1,1,1488233364115
1,1,5,1488233365815
1,1,11,1488233369948
1,1,13,1488233371882
1,1,16,1488233373282
1,1,17,1488233373948
1,1,18,1488233374582
1,1,19,1488233376682
1,1,20,1488233377249
1,1,21,1488233377849
1,1,28,1488233381249
2,1,28,1488233382216
1,1,27,1488233382949
9,1,-1,1488233383016
1,2,1,1488233385016
1,2,5,1488233387316
1,2,9,1488233389883
1,2,15,1488233393016
1,2,18,1488233395083
1,2,19,1488233395717
1,2,21,1488233396650
1,2,26,1488233399783
1,2,27,1488233400248
1,2,29,1488233400948
1,2,33,1488233402850
9,2,-1,1488233404018
1,3,0,1488233406084
1,3,2,1488233407018
-1,3,1,1488233407784
-1,3,1,1488233408518
-1,3,1,1488233409184
-1,3,1,1488233409984
2,3,2,1488233410484
1,3,1,1488233410818
2,3,1,1488233411249
1,3,1,1488233411951
1,3,2,1488233412417
1,3,7,1488233414551
1,3,9,1488233415651
1,3,10,1488233416484
1,3,12,1488233417451
1,3,14,1488233418718
1,3,17,1488233419617
1,3,19,1488233420751
1,3,21,1488233422552
1,3,23,1488233423918
1,3,25,1488233424617
9,3,-1,1488233425018
1,4,0,1488233426919
1,4,3,1488233428519
2,4,3,1488233429486
1,4,7,1488233431219
1,4,8,1488233432352
1,4,12,1488233434285
1,4,15,1488233438786
1,4,17,1488233440086
1,4,18,1488233441986
1,4,24,1488233444152
1,4,27,1488233445586
1,4,28,1488233445819
9,4,-1,1488233446019
1,5,3,1488233448253
1,5,4,1488233449087
1,5,6,1488233450319
1,5,8,1488233450920
1,5,9,1488233452320
1,5,13,1488233454553
1,5,16,1488233456087
1,5,18,1488233456554
-1,5,17,1488233457621
-1,5,17,1488233459021
-1,5,17,1488233459754
-1,5,17,1488233460621
-1,5,17,1488233461287
-1,5,17,1488233462054
-1,5,17,1488233462454
-1,5,17,1488233462788
-1,5,17,1488233462954
-1,5,17,1488233463988
-1,5,17,1488233464387
2,5,18,1488233464554
1,5,17,1488233464754
1,5,18,1488233465554
9,5,-1,1488233467020
1,6,0,1488233470121
1,6,3,1488233471921
1,6,6,1488233474455
1,6,7,1488233475888
1,6,8,1488233477522
1,6,10,1488233478188
1,6,13,1488233479455
1,6,18,1488233481822
1,6,21,1488233482655
2,6,21,1488233483388
1,6,20,1488233483888
1,6,22,1488233485188
1,6,23,1488233486088
9,6,-1,1488233488023
-1,6,26,1488233488422
1,7,3,1488233490789
2,7,3,1488233491289
1,7,4,1488233491722
1,7,6,1488233493355
1,7,8,1488233494523
1,7,11,1488233495889
1,7,13,1488233496956
1,7,14,1488233497223
1,7,18,1488233499956
-1,7,17,1488233500790
-1,7,17,1488233501488
-1,7,17,1488233502289
-1,7,17,1488233502890
-1,7,17,1488233503356
-1,7,17,1488233504021
-1,7,17,1488233504221
-1,7,17,1488233505023
2,7,18,1488233505456
1,7,17,1488233505623
1,7,18,1488233506488
1,7,20,1488233507855
1,7,22,1488233508788
9,7,-1,1488233509023
1,8,0,1488233510955
1,8,1,1488233511990
1,8,2,1488233512523
1,8,6,1488233514657
1,8,9,1488233516257
2,8,9,1488233517024
1,8,9,1488233518058
2,8,9,1488233518757
1,8,10,1488233519190
1,8,13,1488233521957
1,8,14,1488233522724
1,8,16,1488233523358
1,8,20,1488233525757
1,8,21,1488233526691
1,8,28,1488233529724
9,8,-1,1488233530024
1,9,7,1488233534625
1,9,8,1488233535758
1,9,10,1488233536658
1,9,12,1488233538225
1,9,14,1488233539124
1,9,19,1488233541991
1,9,20,1488233542758
1,9,21,1488233543592
1,9,23,1488233544859
1,9,25,1488233545759
1,9,33,1488233548193
1,9,35,1488233549226
-1,9,34,1488233549859
1,9,36,1488233550793
9,9,-1,1488233551025
-1,9,34,1488233551325
1,10,0,1488233552559
1,10,3,1488233553993
2,10,3,1488233554493
1,10,5,1488233555526
1,10,6,1488233556826
1,10,10,1488233560025
1,10,12,1488233561160
1,10,20,1488233566626
1,10,22,1488233568460
1,10,23,1488233568760
1,10,27,1488233571226
9,10,-1,1488233572027
1,11,0,1488233573693
1,11,4,1488233574827
1,11,6,1488233575593
1,11,8,1488233577094
1,11,9,1488233577661
1,11,11,1488233578894
1,11,12,1488233579294
2,11,12,1488233579994
1,11,13,1488233581094
1,11,14,1488233582194
1,11,47,1488233584294
-1,11,45,1488233584726
-1,11,45,1488233585594
-1,11,45,1488233586061
-1,11,45,1488233586594
-1,11,45,1488233586961
-1,11,45,1488233587161
-1,11,43,1488233587528
-1,11,43,1488233588795
-1,11,43,1488233589328
-1,11,43,1488233589894
-1,11,44,1488233590328
-1,11,44,1488233590628
-1,11,44,1488233590794
-1,11,45,1488233591828
-1,11,46,1488233592195
