%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,0,1,1,3,2,1488234390190,-1,1488234389661
6,0,1,1,1,0,4,1488234393290,-1,1488234392729
6,0,2,1,1,0,0,1488234396357,-1,1488234395795
6,0,3,1,1,1,0,1488234399457,1488234400358,1488234398895
6,0,4,1,1,0,2,1488234402524,-1,1488234401962
6,0,5,1,1,1,2,1488234405591,1488234406391,1488234405062
6,0,6,1,1,0,3,1488234408691,-1,1488234408129
6,0,7,1,1,0,6,1488234411758,-1,1488234411195
6,0,8,1,1,0,1,1488234414825,-1,1488234414296
6,0,9,1,1,1,1,1488234417925,1488234418659,1488234417363
6,0,10,1,1,0,4,1488234420992,-1,1488234420462
6,1,0,1,1,3,5,1488234427592,-1,1488234427029
6,1,1,1,1,0,2,1488234430659,-1,1488234430130
6,1,2,1,1,0,1,1488234433726,-1,1488234433197
6,1,3,1,1,0,7,1488234436826,-1,1488234436264
6,1,4,1,1,0,0,1488234439893,-1,1488234439364
6,1,5,1,1,0,6,1488234442993,-1,1488234442431
6,1,6,1,1,1,6,1488234446060,1488234446661,1488234445497
6,1,7,1,1,1,6,1488234449160,1488234450227,1488234448598
6,1,8,1,1,0,5,1488234452227,-1,1488234451698
6,1,9,1,1,0,1,1488234455294,-1,1488234454731
6,1,10,1,1,0,0,1488234458361,-1,1488234457798
6,1,11,1,1,0,7,1488234461427,-1,1488234460865
6,1,12,1,1,0,3,1488234464494,-1,1488234463932
6,1,13,1,1,1,3,1488234467561,1488234468195,1488234466999
6,1,14,1,1,0,6,1488234470628,-1,1488234470066
6,1,15,1,1,1,6,1488234473661,1488234474462,1488234473133
6,1,16,1,1,0,2,1488234476728,-1,1488234476166
6,1,17,1,1,1,2,1488234479828,1488234480362,1488234479266
6,1,18,1,1,0,0,1488234482929,-1,1488234482366
6,1,19,1,1,0,7,1488234485995,-1,1488234485433
6,1,20,1,1,1,7,1488234489096,1488234489829,1488234488533
6,2,0,2,0,3,6,1488234505713,1488234506881,1488234505149
6,2,1,2,1,3,0,1488234508780,-1,1488234508251
6,2,2,2,1,1,6,1488234511847,1488234512714,1488234511285
6,2,3,2,1,0,2,1488234514880,-1,1488234514352
6,2,4,2,1,0,1,1488234517981,-1,1488234517418
6,2,5,2,1,0,4,1488234521047,-1,1488234520518
6,2,6,2,1,0,7,1488234524148,-1,1488234523585
6,2,7,2,1,0,3,1488234527214,-1,1488234526652
6,2,8,2,1,1,7,1488234530281,1488234531182,1488234529752
6,2,9,2,1,0,1,1488234533348,-1,1488234532819
6,2,10,2,1,1,7,1488234536415,1488234537482,1488234535886
6,2,11,2,1,0,2,1488234539482,-1,1488234538919
6,3,0,2,1,3,5,1488234544449,-1,1488234543920
6,3,1,2,1,3,7,1488234547549,-1,1488234546986
6,3,2,2,1,0,0,1488234550583,-1,1488234550053
6,3,3,2,0,0,5,1488234553682,1488234554550,1488234553120
6,3,4,2,1,0,3,1488234556749,-1,1488234556187
6,3,5,2,1,1,5,1488234559816,1488234560617,1488234559254
6,3,6,2,1,0,2,1488234562883,-1,1488234562321
6,3,7,2,1,0,7,1488234565983,-1,1488234565422
6,3,8,2,1,0,1,1488234569017,-1,1488234568488
6,3,9,2,1,0,0,1488234572117,-1,1488234571554
6,3,10,2,1,1,1,1488234575217,1488234576151,1488234574655
6,3,11,2,1,1,0,1488234578317,1488234579618,1488234577754
6,3,12,2,1,0,7,1488234581384,-1,1488234580822
6,3,13,2,1,0,4,1488234584451,-1,1488234583922
6,3,14,2,1,0,5,1488234587551,-1,1488234586989
6,3,15,2,1,0,1,1488234590618,-1,1488234590056
6,3,16,2,1,1,5,1488234593718,1488234595319,1488234593156
6,3,17,2,1,1,1,1488234596752,1488234598119,1488234596223
6,3,18,2,1,0,7,1488234599818,-1,1488234599256
6,3,19,2,0,1,1,1488234602852,-1,1488234602323
6,3,20,2,1,0,2,1488234605952,-1,1488234605391
6,3,21,2,1,0,3,1488234609019,-1,1488234608457
6,4,0,3,1,3,1,1488234618887,-1,1488234618323
6,4,1,3,1,3,0,1488234621953,-1,1488234621425
6,4,2,3,1,3,7,1488234624987,-1,1488234624457
6,4,3,3,1,0,5,1488234628087,-1,1488234627524
6,4,4,3,1,1,0,1488234631154,1488234633054,1488234630624
6,4,5,3,1,0,4,1488234634254,-1,1488234633692
6,4,6,3,0,1,5,1488234637355,-1,1488234636792
6,4,7,3,1,0,6,1488234640454,-1,1488234639892
6,4,8,3,1,0,1,1488234643521,-1,1488234642959
6,4,9,3,1,0,3,1488234646588,-1,1488234646025
6,4,10,3,1,1,6,1488234649655,1488234650389,1488234649092
6,4,11,3,1,0,7,1488234652721,-1,1488234652192
6,4,12,3,1,0,2,1488234655788,-1,1488234655226
6,5,0,3,1,3,2,1488234665222,-1,1488234664661
6,5,1,3,1,3,5,1488234668322,-1,1488234667760
6,5,2,3,1,3,1,1488234671389,-1,1488234670860
6,5,3,3,1,0,6,1488234674423,-1,1488234673894
6,5,4,3,1,0,4,1488234677490,-1,1488234676961
6,5,5,3,1,0,2,1488234680556,-1,1488234679994
6,5,6,3,1,0,0,1488234683590,-1,1488234683061
6,5,7,3,1,0,5,1488234686690,-1,1488234686128
6,5,8,3,1,0,7,1488234689790,-1,1488234689228
6,5,9,3,1,0,1,1488234692857,-1,1488234692295
6,5,10,3,0,0,4,1488234695924,1488234697624,1488234695362
6,5,11,3,1,0,3,1488234699024,-1,1488234698462
6,5,12,3,0,1,1,1488234702091,-1,1488234701529
6,5,13,3,1,0,5,1488234705158,-1,1488234704595
6,5,14,3,1,0,7,1488234708258,-1,1488234707696
6,5,15,3,0,1,1,1488234711358,-1,1488234710796
6,5,16,3,1,0,2,1488234714425,-1,1488234713863
6,5,17,3,1,0,6,1488234717492,-1,1488234716931
6,5,18,3,0,1,1,1488234720592,-1,1488234720029
6,5,19,3,1,0,5,1488234723659,-1,1488234723096
6,5,20,3,1,1,6,1488234726726,1488234728693,1488234726163
6,5,21,3,1,1,1,1488234729793,1488234731126,1488234729230
6,5,22,3,1,1,5,1488234732859,1488234733927,1488234732297
6,6,0,1,1,3,0,1488234751694,-1,1488234751164
6,6,1,1,1,0,3,1488234754794,-1,1488234754232
6,6,2,1,1,0,5,1488234757861,-1,1488234757332
6,6,3,1,1,0,6,1488234760961,-1,1488234760399
6,6,4,1,1,0,4,1488234764062,-1,1488234763499
6,6,5,1,0,1,4,1488234767128,-1,1488234766599
6,6,6,1,0,0,5,1488234770195,1488234771729,1488234769666
6,6,7,1,1,0,3,1488234773262,-1,1488234772699
6,6,8,1,0,1,3,1488234776295,-1,1488234775766
6,6,9,1,1,1,3,1488234779362,1488234780630,1488234778800
6,6,10,1,1,0,7,1488234782395,-1,1488234781867
6,6,11,1,1,0,6,1488234785462,-1,1488234784900
6,6,12,1,1,1,6,1488234788562,1488234790730,1488234788000
6,6,13,1,1,0,4,1488234791663,-1,1488234791101
6,6,14,1,1,0,5,1488234794729,-1,1488234794167
6,6,15,1,1,0,1,1488234797796,-1,1488234797234
6,6,16,1,1,0,2,1488234800863,-1,1488234800333
6,6,17,1,0,1,2,1488234803897,-1,1488234803368
6,6,18,1,1,1,2,1488234806997,1488234808231,1488234806434
6,6,19,1,1,0,4,1488234810064,-1,1488234809535
6,6,20,1,1,0,5,1488234813131,-1,1488234812569
6,7,0,2,1,3,6,1488234832348,-1,1488234831818
6,7,1,2,1,3,3,1488234835382,-1,1488234834853
6,7,2,2,0,1,6,1488234838482,-1,1488234837919
6,7,3,2,1,0,7,1488234841582,-1,1488234841020
6,7,4,2,1,2,3,1488234844649,-1,1488234844088
6,7,5,2,0,1,7,1488234847716,-1,1488234847154
6,7,6,2,0,2,7,1488234850816,1488234852617,1488234850254
6,7,7,2,0,1,7,1488234853916,-1,1488234853354
6,7,8,2,1,0,0,1488234856983,-1,1488234856421
6,7,9,2,1,2,0,1488234860050,-1,1488234859522
6,7,10,2,1,2,7,1488234863117,-1,1488234862588
6,7,11,2,0,1,0,1488234866217,-1,1488234865655
6,7,12,2,1,2,0,1488234869317,-1,1488234868755
6,7,13,2,1,0,6,1488234872384,-1,1488234871855
6,7,14,2,1,1,0,1488234875418,1488234876585,1488234874889
6,7,15,2,0,2,0,1488234878517,1488234880051,1488234877955
6,7,16,2,1,0,4,1488234881551,-1,1488234881022
6,7,17,2,1,0,5,1488234884585,-1,1488234884056
6,7,18,2,0,1,4,1488234887652,-1,1488234887089
6,7,19,2,1,0,1,1488234890718,-1,1488234890189
6,7,20,2,1,0,6,1488234893752,-1,1488234893223
6,7,21,2,1,0,0,1488234896819,-1,1488234896290
6,8,0,3,1,3,4,1488234915453,-1,1488234914923
6,8,1,3,1,3,6,1488234918520,-1,1488234917991
6,8,2,3,1,3,5,1488234921620,-1,1488234921058
6,8,3,3,0,1,4,1488234924720,-1,1488234924158
