%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,3,1486173396654,-1,1486173396154
6,0,2,1,1,0,4,1486173399687,-1,1486173399190
6,0,3,1,1,0,6,1486173402753,-1,1486173402223
6,0,4,1,1,0,1,1486173405789,-1,1486173405290
6,0,5,1,1,1,1,1486173408820,1486173409488,1486173408323
6,0,6,1,0,1,1,1486173411887,-1,1486173411358
6,0,7,1,1,0,7,1486173414954,-1,1486173414423
6,0,8,1,1,1,7,1486173417988,1486173418655,1486173417457
6,0,9,1,1,0,4,1486173421021,-1,1486173420490
6,0,10,1,1,0,0,1486173424088,-1,1486173423557
6,0,11,1,1,0,5,1486173427122,-1,1486173426590
6,1,1,1,1,3,5,1486173436922,-1,1486173436390
6,1,2,1,1,0,2,1486173439989,-1,1486173439459
6,1,3,1,1,0,6,1486173443056,-1,1486173442525
6,1,4,1,1,0,0,1486173446089,-1,1486173445558
6,1,5,1,1,0,4,1486173449123,-1,1486173448593
6,1,6,1,1,0,3,1486173452189,-1,1486173451658
6,1,7,1,1,0,1,1486173455257,-1,1486173454726
6,1,8,1,1,1,1,1486173458290,1486173458924,1486173457759
6,1,9,1,0,1,1,1486173461357,-1,1486173460826
6,1,10,1,1,0,6,1486173464390,-1,1486173463860
6,1,11,1,1,1,6,1486173467457,1486173468358,1486173466927
6,1,12,1,1,0,7,1486173470491,-1,1486173469960
6,1,13,1,1,0,0,1486173473524,-1,1486173472994
6,1,14,1,1,0,2,1486173476558,-1,1486173476027
6,1,15,1,1,1,2,1486173479591,1486173480491,1486173479061
6,1,16,1,0,1,2,1486173482625,-1,1486173482094
6,1,17,1,0,1,2,1486173485658,-1,1486173485128
6,1,18,1,1,0,6,1486173488692,-1,1486173488195
6,1,19,1,1,0,1,1486173491758,-1,1486173491227
6,1,20,1,1,0,2,1486173494792,-1,1486173494294
6,1,21,1,1,0,3,1486173497826,-1,1486173497329
6,2,1,2,1,3,1,1486173527727,-1,1486173527194
6,2,2,2,1,3,0,1486173530761,-1,1486173530229
6,2,3,2,1,0,7,1486173533828,-1,1486173533297
6,2,4,2,1,0,5,1486173536861,-1,1486173536330
6,2,5,2,1,0,4,1486173539928,-1,1486173539397
6,2,6,2,1,0,2,1486173542995,-1,1486173542464
6,2,7,2,1,1,4,1486173546061,1486173546762,1486173545531
6,2,8,2,1,0,1,1486173549095,-1,1486173548565
6,2,9,2,1,0,7,1486173552128,-1,1486173551598
6,2,10,2,1,0,2,1486173555162,-1,1486173554631
6,2,11,2,1,1,7,1486173558229,1486173558896,1486173557700
6,2,12,2,0,1,2,1486173561296,-1,1486173560765
6,3,1,2,0,3,4,1486173569529,-1,1486173568997
6,3,2,2,0,3,1,1486173572563,-1,1486173572033
6,3,3,2,1,0,5,1486173575564,-1,1486173575065
6,3,4,2,1,1,1,1486173578630,1486173579330,1486173578100
6,3,5,2,1,0,4,1486173581697,-1,1486173581166
6,3,6,2,1,0,7,1486173584764,-1,1486173584234
6,3,7,2,1,0,5,1486173587797,-1,1486173587267
6,3,8,2,1,0,3,1486173590798,-1,1486173590300
6,3,9,2,1,0,0,1486173593864,-1,1486173593333
6,3,10,2,1,1,3,1486173596898,1486173597532,1486173596400
6,3,11,2,1,0,7,1486173599965,-1,1486173599434
6,3,12,2,0,1,3,1486173602998,-1,1486173602467
6,3,13,2,1,0,2,1486173606031,-1,1486173605502
6,3,14,2,0,1,3,1486173609032,-1,1486173608534
6,3,15,2,1,0,0,1486173612098,-1,1486173611569
6,3,16,2,1,0,6,1486173615166,-1,1486173614635
6,3,17,2,1,1,0,1486173618232,1486173618699,1486173617702
6,3,18,2,1,0,2,1486173621266,-1,1486173620735
6,3,19,2,1,0,5,1486173624332,-1,1486173623802
6,3,20,2,1,0,7,1486173627366,-1,1486173626835
6,3,21,2,1,1,5,1486173630433,1486173630900,1486173629902
6,3,22,2,1,0,0,1486173633466,-1,1486173632935
6,4,1,3,1,3,1,1486173648467,-1,1486173647936
6,4,2,3,1,3,7,1486173651501,-1,1486173650971
6,4,3,3,1,3,0,1486173654501,-1,1486173654003
6,4,4,3,1,0,4,1486173657535,-1,1486173657037
6,4,5,3,1,0,3,1486173660568,-1,1486173660048
6,4,6,3,1,0,1,1486173663601,-1,1486173663070
6,4,7,3,1,0,6,1486173666668,-1,1486173666138
6,4,8,3,1,0,6,1486173669702,-1,1486173669204
6,4,9,3,1,1,1,1486173672769,1486173673336,1486173672238
6,4,10,3,1,0,0,1486173675803,-1,1486173675305
6,4,11,3,1,1,6,1486173678869,1486173679903,1486173678339
6,4,12,3,1,0,7,1486173681936,-1,1486173681406
6,4,13,3,1,1,0,1486173684969,1486173686369,1486173684439
6,5,1,3,1,3,4,1486173692403,-1,1486173691871
6,5,2,3,1,3,5,1486173695404,-1,1486173694906
6,5,3,3,1,3,7,1486173698470,-1,1486173697939
6,5,4,3,1,0,2,1486173701504,-1,1486173701006
6,5,5,3,1,0,2,1486173704570,-1,1486173704040
6,5,6,3,1,0,0,1486173707637,-1,1486173707107
6,5,7,3,1,1,2,1486173710671,1486173711204,1486173710140
6,5,8,3,1,1,2,1486173713704,1486173714571,1486173713207
6,5,9,3,1,0,4,1486173716738,-1,1486173716207
6,5,10,3,1,1,2,1486173719771,1486173720805,1486173719240
6,5,11,3,1,1,2,1486173722805,1486173724138,1486173722307
6,5,12,3,0,0,7,1486173725872,1486173726739,1486173725341
6,5,13,3,1,0,0,1486173728905,-1,1486173728408
6,5,14,3,1,0,1,1486173731972,-1,1486173731441
6,5,15,3,1,1,7,1486173735006,1486173735540,1486173734475
6,5,16,3,1,0,3,1486173738039,-1,1486173737509
6,5,17,3,1,0,6,1486173741072,-1,1486173740541
6,5,18,3,1,0,6,1486173744073,-1,1486173743575
6,5,19,3,1,0,4,1486173747139,-1,1486173746609
6,5,20,3,1,0,5,1486173750173,-1,1486173749675
6,5,21,3,1,1,6,1486173753240,1486173753973,1486173752709
6,5,22,3,1,0,3,1486173756307,-1,1486173755776
6,5,23,3,1,0,1,1486173759340,-1,1486173758810
6,6,1,4,1,3,3,1486173765040,-1,1486173764509
6,6,2,4,1,3,6,1486173768041,-1,1486173767544
6,6,3,4,1,3,0,1486173771107,-1,1486173770578
6,6,4,4,1,3,5,1486173774141,-1,1486173773610
6,6,5,4,1,1,3,1486173777208,1486173778741,1486173776677
6,6,6,4,1,1,6,1486173780241,1486173781975,1486173779724
6,6,7,4,1,0,1,1486173783308,-1,1486173782777
6,6,8,4,0,1,5,1486173786375,-1,1486173785845
6,6,9,4,1,0,0,1486173789408,-1,1486173788911
6,6,10,4,1,0,4,1486173792442,-1,1486173791944
6,6,11,4,1,0,0,1486173795509,-1,1486173794979
6,6,12,4,1,0,6,1486173798543,-1,1486173798046
6,6,13,4,1,0,2,1486173801609,-1,1486173801079
6,6,14,4,1,0,2,1486173804676,-1,1486173804146
6,6,15,4,1,1,0,1486173807709,1486173808443,1486173807179
6,6,16,4,1,0,4,1486173810776,-1,1486173810246
6,6,17,4,1,1,2,1486173813810,1486173814510,1486173813279
6,6,18,4,1,0,6,1486173816810,-1,1486173816313
6,6,19,4,1,0,1,1486173819877,-1,1486173819346
6,6,20,4,0,1,4,1486173822911,-1,1486173822380
6,6,21,4,1,0,1,1486173825977,-1,1486173825447
6,6,22,4,1,0,3,1486173829011,-1,1486173828482
6,6,23,4,1,0,0,1486173832044,-1,1486173831547
6,6,24,4,1,0,3,1486173835111,-1,1486173834581
6,7,1,5,1,3,7,1486173843045,-1,1486173842512
6,7,2,5,1,3,1,1486173846078,-1,1486173845548
6,7,3,5,1,3,6,1486173849079,-1,1486173848581
6,7,4,5,1,3,0,1486173852146,-1,1486173851615
6,7,5,5,1,3,2,1486173855212,-1,1486173854681
6,7,6,5,1,0,0,1486173858279,-1,1486173857748
6,7,7,5,1,0,5,1486173861313,-1,1486173860781
6,7,8,5,1,0,2,1486173864346,-1,1486173863815
6,7,9,5,0,0,3,1486173867380,1486173868447,1486173866849
6,7,10,5,1,1,2,1486173870413,1486173871980,1486173869882
6,7,11,5,1,0,7,1486173873480,-1,1486173872949
6,7,12,5,0,0,3,1486173876547,1486173878380,1486173876016
6,7,13,5,1,0,4,1486173879614,-1,1486173879083
6,7,14,5,1,0,4,1486173882680,-1,1486173882150
6,7,15,5,1,0,5,1486173885714,-1,1486173885216
6,7,16,5,1,0,4,1486173888747,-1,1486173888218
6,7,17,5,1,1,3,1486173891814,1486173892648,1486173891283
6,7,18,5,1,0,2,1486173894848,-1,1486173894317
6,7,19,5,0,0,0,1486173897915,1486173898648,1486173897384
6,7,20,5,0,1,5,1486173900949,-1,1486173900451
6,7,21,5,1,1,4,1486173904015,1486173905816,1486173903484
6,7,22,5,1,1,3,1486173907049,1486173907949,1486173906551
6,7,23,5,1,0,6,1486173910082,-1,1486173909584
6,7,24,5,1,0,3,1486173913149,-1,1486173912618
6,7,25,5,1,1,5,1486173916216,1486173916583,1486173915685
6,8,1,1,1,3,4,1486173921583,-1,1486173921050
6,8,2,1,1,0,5,1486173924649,-1,1486173924119
6,8,3,1,1,1,5,1486173927684,1486173928250,1486173927186
6,8,4,1,1,1,5,1486173930750,1486173931883,1486173930219
6,8,5,1,1,1,5,1486173933784,1486173934384,1486173933252
6,8,6,1,1,0,0,1486173936850,-1,1486173936320
6,8,7,1,1,1,0,1486173939884,1486173940484,1486173939386
6,8,8,1,1,1,0,1486173942950,1486173943751,1486173942420
6,8,9,1,1,0,2,1486173945984,-1,1486173945453
6,8,10,1,1,0,7,1486173949051,-1,1486173948521
6,8,11,1,1,0,4,1486173952118,-1,1486173951587
6,8,12,1,1,0,0,1486173955152,-1,1486173954654
6,8,13,1,1,0,2,1486173958185,-1,1486173957654
6,8,14,1,1,0,5,1486173961252,-1,1486173960721
6,8,15,1,1,0,7,1486173964285,-1,1486173963787
6,8,16,1,1,0,2,1486173967352,-1,1486173966821
6,8,17,1,1,1,2,1486173970385,1486173970919,1486173969855
6,8,18,1,1,0,3,1486173973452,-1,1486173972921
6,8,19,1,1,0,0,1486173976519,-1,1486173975988
6,8,20,1,1,0,5,1486173979586,-1,1486173979055
6,8,21,1,1,0,4,1486173982653,-1,1486173982122
6,9,1,2,1,3,3,1486173987420,-1,1486173986887
6,9,2,2,1,3,5,1486173990486,-1,1486173989956
6,9,3,2,1,2,5,1486173993553,-1,1486173993023
6,9,4,2,1,2,7,1486173996587,-1,1486173996089
6,9,5,2,1,1,5,1486173999621,1486174000587,1486173999124
6,9,6,2,1,2,5,1486174002687,-1,1486174002156
6,9,7,2,0,2,7,1486174005754,1486174007854,1486174005223
6,9,8,2,1,1,5,1486174008821,1486174010122,1486174008291
6,9,9,2,1,1,7,1486174011855,1486174012588,1486174011357
6,9,10,2,1,0,4,1486174014921,-1,1486174014390
6,9,11,2,1,1,7,1486174017955,1486174018555,1486174017424
6,9,12,2,0,1,4,1486174020989,-1,1486174020491
6,9,13,2,1,2,4,1486174024022,-1,1486174023525
6,9,14,2,1,0,2,1486174027088,-1,1486174026558
6,9,15,2,1,1,4,1486174030123,1486174030722,1486174029625
6,9,16,2,1,0,3,1486174033189,-1,1486174032658
6,9,17,2,1,0,7,1486174036222,-1,1486174035691
6,9,18,2,1,0,2,1486174039256,-1,1486174038759
6,9,19,2,1,2,3,1486174042323,-1,1486174041792
6,9,20,2,1,0,6,1486174045390,-1,1486174044859
6,9,21,2,1,0,5,1486174048456,-1,1486174047926
6,9,22,2,1,0,2,1486174051490,-1,1486174050959
6,10,1,3,1,3,6,1486174056290,-1,1486174055758
6,10,2,3,1,3,2,1486174059357,-1,1486174058827
6,10,3,3,1,3,1,1486174062424,-1,1486174061894
6,10,4,3,1,0,4,1486174065458,-1,1486174064960
6,10,5,3,1,1,2,1486174068524,1486174070091,1486174067994
6,10,6,3,1,1,1,1486174071558,1486174072926,1486174071027
6,10,7,3,0,2,2,1486174074625,1486174075392,1486174074094
6,10,8,3,1,1,2,1486174077691,1486174079059,1486174077161
6,10,9,3,1,2,2,1486174080758,-1,1486174080227
6,10,10,3,1,0,7,1486174083825,-1,1486174083294
6,10,11,3,1,1,2,1486174086859,1486174087959,1486174086328
6,10,12,3,1,0,1,1486174089925,-1,1486174089395
6,10,13,3,0,2,2,1486174092959,1486174094326,1486174092461
6,10,14,3,1,1,2,1486174096026,1486174097993,1486174095495
6,10,15,3,1,0,0,1486174099093,-1,1486174098562
6,10,16,3,0,2,1,1486174102126,1486174103293,1486174101596
6,10,17,3,1,0,5,1486174105160,-1,1486174104663
6,10,18,3,1,0,5,1486174108226,-1,1486174107697
6,10,19,3,0,2,5,1486174111260,1486174112594,1486174110729
6,10,20,3,0,2,1,1486174114327,1486174115627,1486174113796
6,10,21,3,1,0,4,1486174117360,-1,1486174116863
6,10,22,3,1,1,5,1486174120427,1486174121428,1486174119896
6,10,23,3,1,0,3,1486174123460,-1,1486174122930
