%Recollect Version 2.3; iPad: ; User: RLB115; Session: 19
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,19,0,0.8333333,5,9,algoNotBayesian
32,4,19,0,0.25,6,9,algoNotBayesian
32,4,19,0,0.4,5,9,algoNotBayesian
32,4,19,0,1,4,9,algoNotBayesian
32,4,19,0,0.1666667,5,9,algoNotBayesian
32,4,19,0,1,4,9,algoNotBayesian
32,4,19,0,0.8,5,9,algoNotBayesian
32,4,19,0,1,6,9,algoNotBayesian
32,4,19,0,0.6666667,7,9,algoNotBayesian
32,4,19,0,0.3636364,8,9,algoNotBayesian
32,4,19,0,1,7,9,algoNotBayesian
32,4,19,0,0,8,9,algoNotBayesian
32,4,19,0,0.4,7,9,algoNotBayesian
32,4,19,0,0.25,6,9,algoNotBayesian
32,4,19,0,1,5,9,algoNotBayesian
32,4,19,0,0.5,6,9,algoNotBayesian
32,4,19,0,0.75,5,9,algoNotBayesian
32,4,19,0,0.625,6,9,algoNotBayesian
32,4,20,0,1,6,9,algoNotBayesian
32,4,20,0,1,7,9,algoNotBayesian
32,4,20,0,0.25,8,9,algoNotBayesian
32,4,20,0,1,7,9,algoNotBayesian
32,4,20,0,0.25,8,9,algoNotBayesian
32,4,20,0,0.4,7,9,algoNotBayesian
32,4,20,0,0.3333333,6,9,algoNotBayesian
32,4,20,0,0.4,5,9,algoNotBayesian
32,4,20,0,0.75,4,9,algoNotBayesian
32,4,20,0,0,5,9,algoNotBayesian
32,4,20,0,0.8,4,9,algoNotBayesian
32,4,20,0,0.7142857,5,9,algoNotBayesian
32,4,20,0,0,6,9,algoNotBayesian
32,4,20,0,0.368421,5,9,algoNotBayesian
32,4,20,0,0.5882353,4,9,algoNotBayesian
32,4,20,0,0,5,9,algoNotBayesian
32,4,20,0,0.25,4,9,algoNotBayesian
32,4,20,0,0.6666667,3,9,algoNotBayesian
