%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,5,1488239704898,-1,1488239704399
6,0,2,1,1,0,2,1488239707965,-1,1488239707434
6,0,3,1,1,0,5,1488239710965,-1,1488239710468
6,0,4,1,1,1,5,1488239714031,1488239715165,1488239713501
6,0,5,1,1,0,1,1488239717032,-1,1488239716534
6,0,6,1,1,0,6,1488239720065,-1,1488239719535
6,0,7,1,1,1,6,1488239723132,1488239723666,1488239722602
6,0,8,1,1,0,5,1488239726199,-1,1488239725668
6,0,9,1,1,1,5,1488239729232,1488239730033,1488239728702
6,0,10,1,1,0,3,1488239732233,-1,1488239731735
6,0,11,1,1,0,0,1488239735299,-1,1488239734769
6,1,1,1,1,3,2,1488239739666,-1,1488239739135
6,1,2,1,1,1,2,1488239742700,1488239743534,1488239742169
6,1,3,1,1,0,1,1488239745733,-1,1488239745203
6,1,4,1,0,1,1,1488239748767,-1,1488239748237
6,1,5,1,1,1,1,1488239751800,1488239752634,1488239751270
6,1,6,1,1,0,5,1488239754835,-1,1488239754337
6,1,7,1,1,0,6,1488239757901,-1,1488239757370
6,1,8,1,1,0,2,1488239760967,-1,1488239760437
6,1,9,1,1,1,2,1488239764035,1488239765201,1488239763505
6,1,10,1,1,0,0,1488239767068,-1,1488239766571
6,1,11,1,1,0,7,1488239770135,-1,1488239769605
6,1,12,1,1,0,6,1488239773168,-1,1488239772639
6,1,13,1,1,0,0,1488239776235,-1,1488239775705
6,1,14,1,1,0,1,1488239779269,-1,1488239778739
6,1,15,1,1,1,1,1488239782335,1488239782903,1488239781805
6,1,16,1,1,0,7,1488239785369,-1,1488239784838
6,1,17,1,1,0,5,1488239788402,-1,1488239787872
6,1,18,1,1,0,2,1488239791436,-1,1488239790905
6,1,19,1,1,0,7,1488239794470,-1,1488239793939
6,1,20,1,1,1,7,1488239797503,1488239798103,1488239796972
6,1,21,1,1,0,6,1488239800537,-1,1488239800039
6,2,1,2,1,3,1,1488239807437,-1,1488239806904
6,2,2,2,1,3,4,1488239810504,-1,1488239809974
6,2,3,2,1,0,0,1488239813512,-1,1488239813007
6,2,4,2,1,0,5,1488239816571,-1,1488239816040
6,2,5,2,1,0,1,1488239819604,-1,1488239819107
6,2,6,2,1,0,2,1488239822671,-1,1488239822140
6,2,7,2,1,1,1,1488239825738,1488239826671,1488239825207
6,2,8,2,1,0,7,1488239828805,-1,1488239828275
6,2,9,2,1,0,5,1488239831838,-1,1488239831341
6,2,10,2,1,1,7,1488239834905,1488239835672,1488239834375
6,2,11,2,1,1,5,1488239837905,1488239838905,1488239837409
6,2,12,2,1,0,0,1488239840972,-1,1488239840441
6,3,1,2,1,3,7,1488239845339,-1,1488239844807
6,3,2,2,1,3,5,1488239848406,-1,1488239847876
6,3,3,2,1,1,7,1488239851473,1488239852173,1488239850943
6,3,4,2,1,0,0,1488239854506,-1,1488239853976
6,3,5,2,1,0,3,1488239857540,-1,1488239857010
6,3,6,2,1,0,2,1488239860607,-1,1488239860076
6,3,7,2,1,1,3,1488239863674,1488239864707,1488239863143
6,3,8,2,1,0,4,1488239866740,-1,1488239866209
6,3,9,2,1,1,3,1488239869774,1488239870441,1488239869244
6,3,10,2,1,0,6,1488239872807,-1,1488239872276
6,3,11,2,1,0,2,1488239875841,-1,1488239875311
6,3,12,2,1,0,7,1488239878841,-1,1488239878344
6,3,13,2,1,1,2,1488239881908,1488239882641,1488239881377
6,3,14,2,1,0,3,1488239884941,-1,1488239884411
6,3,15,2,1,1,2,1488239887975,1488239888708,1488239887445
6,3,16,2,1,0,7,1488239891008,-1,1488239890478
6,3,17,2,1,1,2,1488239894009,1488239894909,1488239893511
6,3,18,2,1,0,5,1488239897042,-1,1488239896545
6,3,19,2,1,0,1,1488239900109,-1,1488239899579
6,3,20,2,1,0,6,1488239903175,-1,1488239902646
6,3,21,2,1,0,4,1488239906209,-1,1488239905678
6,3,22,2,1,0,7,1488239909243,-1,1488239908745
6,4,1,3,1,3,3,1488239922910,-1,1488239922378
6,4,2,3,1,3,7,1488239925943,-1,1488239925413
6,4,3,3,1,3,0,1488239928977,-1,1488239928448
6,4,4,3,1,0,1,1488239932010,-1,1488239931480
6,4,5,3,1,0,1,1488239935044,-1,1488239934513
6,4,6,3,1,0,6,1488239938078,-1,1488239937548
6,4,7,3,1,0,2,1488239941144,-1,1488239940614
6,4,8,3,1,0,0,1488239944178,-1,1488239943648
6,4,9,3,1,0,0,1488239947212,-1,1488239946681
6,4,10,3,1,1,2,1488239950278,1488239951379,1488239949748
6,4,11,3,1,1,0,1488239953312,1488239954012,1488239952781
6,4,12,3,1,1,0,1488239956345,1488239957413,1488239955814
6,4,13,3,1,0,7,1488239959346,-1,1488239958849
6,5,1,3,1,3,1,1488239963646,-1,1488239963113
6,5,2,3,1,3,5,1488239966713,-1,1488239966182
6,5,3,3,1,3,4,1488239969779,-1,1488239969249
