%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,8B,8B,,,0,1486168579195,,1486168581556,1486168586856
3,1,2,B9,B9,,,0,1486168588862,,1486168591256,1486168592890
3,2,3,5C9,5C9,,,0,1486168594862,,1486168598357,1486168600540
3,3,3,43B,43B,,,0,1486168602513,,1486168606041,1486168607974
10,0,0,,,0,0,0,1486168654112,1486168654111,1486168606041,1486168657110
10,1,0,,,0,0,0,1486168659295,1486168659295,1486168606041,1486168663127
10,2,0,,,1,1,0,1486168665095,1486168665095,1486168606041,1486168667694
10,3,0,,,0,0,0,1486168669662,1486168669662,1486168606041,1486168671594
10,4,0,,,0,0,0,1486168673562,1486168673562,1486168606041,1486168676162
10,5,0,,,1,1,0,1486168678129,1486168678129,1486168606041,1486168679728
10,6,0,,,1,1,0,1486168681697,1486168681697,1486168606041,1486168683395
10,7,0,,,1,1,0,1486168685363,1486168685363,1486168606041,1486168687628
10,8,0,,,1,1,0,1486168689597,1486168689597,1486168606041,1486168691762
10,9,0,,,1,1,0,1486168693730,1486168693730,1486168606041,1486168695796
10,10,0,,,0,0,0,1486168697764,1486168697764,1486168606041,1486168700496
10,11,0,,,0,0,0,1486168702464,1486168702464,1486168606041,1486168703829
10,12,0,,,0,0,0,1486168705798,1486168705797,1486168606041,1486168708930
10,13,0,,,1,1,0,1486168710898,1486168710898,1486168606041,1486168714196
10,14,0,,,1,1,0,1486168716165,1486168716165,1486168606041,1486168717430
10,15,0,,,0,0,0,1486168719398,1486168719398,1486168606041,1486168721263
13,0,2,30,30,00,00,0,1486168732086,1486168738820,1486168742487,1486168744749
13,1,2,EC,EC,11,11,0,1486168746754,1486168751821,1486168753588,1486168755683
13,2,2,85,85,01,01,0,1486168757655,1486168762455,1486168763522,1486168764950
14,0,3,8A1,8A1,001,001,0,1486168775022,1486168783490,1486168784790,1486168786284
14,1,2,CA,CA,10,10,0,1486168788290,1486168793023,1486168794324,1486168797952
14,2,5,AED79,AED79,00111,00111,0,1486168799924,1486168814325,1486168816459,1486168821369
14,3,3,605,605,011,011,0,1486168823342,1486168832176,1486168833842,1486168836470
14,4,5,E98A1,E98A1,10011,10011,0,1486168838476,1486168853444,1486168855777,1486168858905
14,5,3,2EA,6EA,100,100,0,1486168860910,1486168869844,1486168871778,1486168876406
14,6,2,17,17,00,00,0,1486168878411,1486168883146,1486168886112,1486168887906
14,7,2,F8,F8,11,11,0,1486168889879,1486168895679,1486168897313,1486168898975
14,8,4,78D6,78D6,1000,1000,0,1486168900946,1486168910980,1486168912113,1486168914175
14,9,4,B3C5,B3C5,0101,0101,0,1486168916147,1486168925948,1486168927281,1486168930309
14,10,5,BA46C,BA46D,10110,10110,0,1486168932314,1486168947682,1486168949083,1486168952743
14,11,4,FCA5,FCA5,0100,0100,0,1486168954749,1486168965517,1486168966583,1486168972545
