%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487789735775,1487789741940
1,1,34,34,1,1487789742909,1487789752307
2,0,52,52,0,1487789755176,1487789760942
2,1,36,36,0,1487789761910,1487789767708
2,2,368,368,0,1487789768677,1487789776442
2,3,208,208,0,1487789777411,1487789784909
2,4,2306,2306,0,1487789785878,1487789795111
2,5,5047,5047,0,1487789796079,1487789805277
2,6,41075,41075,0,1487789806246,1487789817211
2,7,31620,31620,1,1487789818180,1487789830145
2,8,281376,281376,0,1487789831148,1487789843780
2,9,816508,816508,0,1487789844748,1487789857680
2,10,4806317,4806317,0,1487789858649,1487789876614
2,11,0851680,0851680,0,1487789877584,1487789893182
2,12,47081536,47081536,1,1487789894151,1487789915833
2,13,25408016,25408016,0,1487789916802,1487789937135
2,14,315706824,3175068240,0,1487789938136,1487789961169
2,15,427601358,42706158308,0,1487789962171,1487789996671
3,0,60,06,0,1487790001507,1487790006939
3,1,24,42,0,1487790007908,1487790013672
4,0,51,15,0,1487790016374,1487790022139
4,1,37,73,0,1487790023142,1487790028906
4,2,630,036,2,1487790029875,1487790039940
4,3,580,085,0,1487790040909,1487790049642
4,4,5683,3865,0,1487790050643,1487790060076
4,5,2841,1482,0,1487790061043,1487790070342
4,6,47812,21874,0,1487790071344,1487790083109
4,7,03415,51430,0,1487790084111,1487790096011
4,8,507613,316705,0,1487790096979,1487790110511
4,9,073280,082730,0,1487790111480,1487790126245
4,10,4083671,1763820,0,1487790127214,1487790147646
4,11,8027308,0827380,1,1487790148615,1487790181982
