%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486153873321,1486153876323,1486153885760
1,G4,G,4,1486153887289,1486153890290,1486153897973
2,3W5,W,35,1486153899489,1486153903991,1486153908811
3,T7L,LT,7,1486153910340,1486153914841,1486153921820
4,1JA,AJ,1,1486153923341,1486153927842,1486153932274
0,L2,L,2,1486153936175,1486153939176,1486153943342
1,6P,P,6,1486153944875,1486153947877,1486153951306
2,B5,B,5,1486153952826,1486153955828,1486153959283
3,F7L,FL,7,1486153960807,1486153965308,1486153971757
4,R4D,DR,4,1486153973291,1486153977793,1486153982209
5,H18,H,18,1486153983742,1486153988243,1486153992636
6,T9A3,AT,39,1486153994159,1486154000160,1486154005499
7,V1J5,JV,15,1486154007027,1486154013028,1486154017827
8,7N4L,LN,47,1486154019327,1486154025329,1486154042611
9,8D6G1,DG,168,1486154044145,1486154051647,1486154057684
10,K2C7S,CKS,27,1486154059196,1486154066698,1486154073769
11,5P3Y9,PY,359,1486154075297,1486154082798,1486154088748
12,M4E7Q2,EMQ,247,1486154090281,1486154099283,1486154106939
13,W8H5F3,FHW,358,1486154108465,1486154117467,1486154125811
14,6G9A2S,AGS,269,1486154127333,1486154136335,1486154143496
15,R3B4Z1C,BCRZ,134,1486154145017,1486154155520,1486154165418
16,5T9B4K3,BRT,3459,1486154166952,1486154177454,1486154207461
17,E1H8R4D,EHRT,148,1486154208988,1486154219490,1486154231791
18,5H9S2N6A,HRSW,2569,1486154233322,1486154245324,1486154266114
19,D1R9B4K3,BDRT,1359,1486154267641,1486154279643,1486154291942
20,7M2T6F1Z,MRTW,1267,1486154293476,1486154305478,1486154321110
