%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486167380148,1486167387614
1,1,34,34,0,1486167388615,1486167394414
2,0,52,52,0,1486167397183,1486167403081
2,1,36,36,0,1486167404083,1486167409982
2,2,368,368,0,1486167410983,1486167418648
2,3,208,208,0,1486167419651,1486167427483
2,4,2306,2306,0,1486167428451,1486167437950
2,5,5047,5047,0,1486167438951,1486167448618
2,6,41075,41075,0,1486167449619,1486167460984
2,7,31620,31620,0,1486167461986,1486167475152
2,8,281376,281376,0,1486167476153,1486167490219
2,9,816508,80156,2,1486167491221,1486167526038
2,10,4806317,4806317,0,1486167527040,1486167542372
2,11,0851680,08516840,0,1486167543374,1486167560440
2,12,47081536,0741536,0,1486167561408,1486167582241
2,13,25408016,25408071,0,1486167583244,1486167602609
3,0,60,06,0,1486167611078,1486167617176
3,1,24,42,0,1486167618178,1486167624110
4,0,51,15,0,1486167626745,1486167633011
4,1,37,73,0,1486167634013,1486167640811
4,2,630,036,0,1486167641814,1486167649345
4,3,580,085,0,1486167650347,1486167657912
4,4,5683,3865,0,1486167658914,1486167668413
4,5,2841,1482,0,1486167669414,1486167678880
4,6,47812,21874,0,1486167679849,1486167691148
4,7,03415,51432,1,1486167692149,1486167715949
4,8,507613,316705,0,1486167716951,1486167730283
4,9,073280,080237,0,1486167731286,1486167746417
4,10,4083671,1736028,0,1486167747419,1486167763751
4,11,8027308,80382742,0,1486167764753,1486167784353
