%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,1,1486417039701,-1,1486417039169
6,0,2,1,1,0,6,1486417042735,-1,1486417042206
6,0,3,1,1,0,7,1486417045802,-1,1486417045271
6,0,4,1,1,1,7,1486417048869,1486417049803,1486417048338
6,0,5,1,1,0,4,1486417051935,-1,1486417051405
6,0,6,1,1,1,4,1486417055002,1486417055870,1486417054472
6,0,7,1,0,1,4,1486417058070,-1,1486417057538
6,0,8,1,1,0,5,1486417061136,-1,1486417060607
6,0,9,1,1,0,3,1486417064203,-1,1486417063672
6,0,10,1,1,0,0,1486417067270,-1,1486417066739
6,0,11,1,1,0,2,1486417070337,-1,1486417069806
6,1,1,1,1,3,2,1486417077037,-1,1486417076505
6,1,2,1,1,0,4,1486417080104,-1,1486417079573
6,1,3,1,1,1,4,1486417083171,1486417083838,1486417082640
6,1,4,1,1,0,3,1486417086238,-1,1486417085707
6,1,5,1,1,0,7,1486417089271,-1,1486417088786
6,1,6,1,1,0,5,1486417092305,-1,1486417091808
6,1,7,1,1,0,4,1486417095371,-1,1486417094841
6,1,8,1,1,1,4,1486417098405,1486417099205,1486417097874
6,1,9,1,1,0,2,1486417101439,-1,1486417100941
6,1,10,1,1,0,7,1486417104505,-1,1486417103975
6,1,11,1,1,1,7,1486417107506,1486417108272,1486417107008
6,1,12,1,1,0,3,1486417110572,-1,1486417110042
6,1,13,1,1,1,3,1486417113606,1486417114673,1486417113076
6,1,14,1,1,1,3,1486417116639,1486417117340,1486417116109
6,1,15,1,1,1,3,1486417119673,1486417120373,1486417119176
6,1,16,1,1,0,0,1486417122739,-1,1486417122209
6,1,17,1,1,0,6,1486417125806,-1,1486417125276
6,1,18,1,1,0,3,1486417128873,-1,1486417128343
6,1,19,1,1,0,2,1486417131940,-1,1486417131410
6,1,20,1,1,0,6,1486417134974,-1,1486417134476
6,1,21,1,1,0,3,1486417138041,-1,1486417137510
6,2,1,2,1,3,5,1486417167609,-1,1486417167076
6,2,2,2,1,3,6,1486417170642,-1,1486417170112
6,2,3,2,1,1,5,1486417173676,1486417174309,1486417173145
6,2,4,2,0,1,6,1486417176743,-1,1486417176212
6,2,5,2,1,0,7,1486417179776,-1,1486417179247
6,2,6,2,1,0,1,1486417182843,-1,1486417182312
6,2,7,2,1,1,7,1486417185910,1486417186677,1486417185380
6,2,8,2,1,0,6,1486417188943,-1,1486417188414
6,2,9,2,1,0,3,1486417191977,-1,1486417191479
6,2,10,2,1,0,1,1486417195044,-1,1486417194513
6,2,11,2,1,0,2,1486417198110,-1,1486417197580
6,2,12,2,1,0,0,1486417201144,-1,1486417200646
6,3,1,2,1,3,1,1486417208178,-1,1486417207645
6,3,2,2,1,3,7,1486417211245,-1,1486417210715
6,3,3,2,1,0,2,1486417214311,-1,1486417213781
6,3,4,2,1,0,6,1486417217345,-1,1486417216815
6,3,5,2,1,0,4,1486417220378,-1,1486417219848
6,3,6,2,1,1,6,1486417223445,1486417224112,1486417222915
6,3,7,2,0,1,4,1486417226512,-1,1486417225982
6,3,8,2,1,0,7,1486417229546,-1,1486417229015
6,3,9,2,1,1,4,1486417232579,1486417234746,1486417232049
6,3,10,2,1,0,0,1486417235646,-1,1486417235116
6,3,11,2,1,0,1,1486417238679,-1,1486417238149
6,3,12,2,1,0,2,1486417241746,-1,1486417241217
6,3,13,2,1,0,3,1486417244780,-1,1486417244249
6,3,14,2,1,1,2,1486417247847,1486417248981,1486417247316
6,3,15,2,1,0,4,1486417250913,-1,1486417250383
6,3,16,2,0,1,2,1486417253947,-1,1486417253416
6,3,17,2,1,0,6,1486417256980,-1,1486417256453
6,3,18,2,1,1,2,1486417260015,1486417261181,1486417259518
6,3,19,2,1,0,5,1486417263081,-1,1486417262551
6,3,20,2,1,0,7,1486417266114,-1,1486417265584
6,3,21,2,1,0,1,1486417269182,-1,1486417268651
6,3,22,2,1,0,6,1486417272248,-1,1486417271718
6,4,1,3,1,3,4,1486417315017,-1,1486417314485
6,4,2,3,1,3,5,1486417318084,-1,1486417317554
6,4,3,3,1,3,6,1486417321117,-1,1486417320587
6,4,4,3,1,0,1,1486417324151,-1,1486417323620
6,4,5,3,1,0,1,1486417327218,-1,1486417326688
6,4,6,3,1,1,6,1486417330285,1486417331252,1486417329755
6,4,7,3,1,0,7,1486417333351,-1,1486417332821
6,4,8,3,1,0,3,1486417336386,-1,1486417335854
6,4,9,3,1,0,0,1486417339452,-1,1486417338922
6,4,10,3,1,1,7,1486417342519,1486417343386,1486417341988
6,4,11,3,0,1,3,1486417345585,-1,1486417345055
6,4,12,3,1,0,6,1486417348652,-1,1486417348123
6,4,13,3,1,0,6,1486417351719,-1,1486417351188
6,5,1,3,1,3,1,1486417357119,-1,1486417356587
6,5,2,3,1,3,3,1486417360153,-1,1486417359623
6,5,3,3,1,3,4,1486417363220,-1,1486417362689
6,5,4,3,1,0,4,1486417366253,-1,1486417365723
6,5,5,3,1,0,2,1486417369320,-1,1486417368790
6,5,6,3,1,0,7,1486417372321,-1,1486417371823
6,5,7,3,1,1,4,1486417375388,1486417376321,1486417374857
6,5,8,3,0,1,2,1486417378454,-1,1486417377923
6,5,9,3,0,1,7,1486417381487,-1,1486417380957
6,5,10,3,1,0,5,1486417384521,-1,1486417383991
6,5,11,3,1,0,0,1486417387588,-1,1486417387057
6,5,12,3,1,0,1,1486417390655,-1,1486417390125
6,5,13,3,1,0,3,1486417393721,-1,1486417393191
6,5,14,3,1,0,7,1486417396755,-1,1486417396225
6,5,15,3,1,0,7,1486417399822,-1,1486417399292
6,5,16,3,0,1,3,1486417402889,-1,1486417402358
6,5,17,3,1,1,7,1486417405955,1486417407024,1486417405425
6,5,18,3,1,0,6,1486417408989,-1,1486417408458
6,5,19,3,1,0,6,1486417412022,-1,1486417411492
6,5,20,3,1,0,0,1486417415056,-1,1486417414527
6,5,21,3,1,0,0,1486417418089,-1,1486417417559
6,5,22,3,1,1,6,1486417421123,1486417421857,1486417420592
6,5,23,3,1,0,1,1486417424190,-1,1486417423660
6,6,1,4,1,3,3,1486417429857,-1,1486417429324
6,6,2,4,1,3,2,1486417432890,-1,1486417432394
6,6,3,4,1,3,1,1486417435957,-1,1486417435427
6,6,4,4,1,3,5,1486417439024,-1,1486417438493
6,6,5,4,1,0,0,1486417442057,-1,1486417441528
6,6,6,4,0,1,2,1486417445124,-1,1486417444595
6,6,7,4,1,0,6,1486417448191,-1,1486417447661
6,6,8,4,1,0,4,1486417451258,-1,1486417450728
6,6,9,4,1,0,7,1486417454325,-1,1486417453794
6,6,10,4,0,1,2,1486417457358,-1,1486417456829
6,6,11,4,1,0,1,1486417460392,-1,1486417459862
6,6,12,4,1,0,3,1486417463425,-1,1486417462895
6,6,13,4,0,1,7,1486417466459,-1,1486417465961
6,6,14,4,1,0,5,1486417469526,-1,1486417468995
6,6,15,4,0,0,7,1486417472593,1486417474560,1486417472062
6,6,16,4,1,0,5,1486417475626,-1,1486417475097
6,6,17,4,1,0,0,1486417478660,-1,1486417478132
6,6,18,4,0,1,5,1486417481694,-1,1486417481219
6,6,19,4,1,0,2,1486417484760,-1,1486417484229
6,6,20,4,1,0,6,1486417487793,-1,1486417487262
6,6,21,4,0,1,0,1486417490860,-1,1486417490329
6,6,22,4,0,0,3,1486417493927,1486417495461,1486417493396
6,6,23,4,1,0,3,1486417496961,-1,1486417496430
6,6,24,4,0,1,6,1486417500029,-1,1486417499497
6,7,1,1,0,3,1,1486417507661,-1,1486417507128
6,7,2,1,1,1,1,1486417510728,1486417511928,1486417510198
6,7,3,1,1,0,3,1486417513795,-1,1486417513264
6,7,4,1,1,0,0,1486417516862,-1,1486417516331
6,7,5,1,1,0,4,1486417519895,-1,1486417519398
6,7,6,1,1,0,1,1486417522962,-1,1486417522432
6,7,7,1,1,0,0,1486417526029,-1,1486417525498
6,7,8,1,1,1,0,1486417529096,1486417530797,1486417528565
6,7,9,1,1,1,0,1486417532163,1486417533330,1486417531632
6,7,10,1,1,0,4,1486417535230,-1,1486417534698
6,7,11,1,1,0,2,1486417538296,-1,1486417537766
6,7,12,1,1,0,5,1486417541330,-1,1486417540800
6,7,13,1,1,1,5,1486417544397,1486417545130,1486417543867
6,7,14,1,1,0,0,1486417547464,-1,1486417546933
6,7,15,1,1,0,7,1486417550530,-1,1486417549999
6,7,16,1,1,1,7,1486417553597,1486417554264,1486417553067
6,7,17,1,1,0,4,1486417556664,-1,1486417556133
6,7,18,1,1,0,5,1486417559698,-1,1486417559200
6,7,19,1,1,1,5,1486417562764,1486417563665,1486417562234
6,7,20,1,1,0,7,1486417565798,-1,1486417565267
6,7,21,1,1,0,4,1486417568865,-1,1486417568334
6,8,1,2,1,3,0,1486417573832,-1,1486417573299
6,8,2,2,1,3,4,1486417576898,-1,1486417576368
6,8,3,2,1,1,0,1486417579965,1486417580600,1486417579435
6,8,4,2,1,1,4,1486417583033,1486417585033,1486417582501
6,8,5,2,1,1,0,1486417586099,1486417587099,1486417585568
6,8,6,2,1,1,4,1486417589132,1486417589800,1486417588602
6,8,7,2,0,2,4,1486417592200,1486417592866,1486417591668
6,8,8,2,0,2,0,1486417595233,1486417596666,1486417594736
6,8,9,2,1,2,0,1486417598300,-1,1486417597769
6,8,10,2,1,1,0,1486417601333,1486417602234,1486417600803
6,8,11,2,1,2,6,1486417604400,-1,1486417603869
6,8,12,2,0,0,4,1486417607467,1486417608934,1486417606936
6,8,13,2,1,0,1,1486417610534,-1,1486417610003
6,8,14,2,1,0,3,1486417613601,-1,1486417613071
6,8,15,2,1,1,1,1486417616667,1486417617934,1486417616136
6,8,16,2,1,0,0,1486417619734,-1,1486417619204
6,8,17,2,1,0,4,1486417622768,-1,1486417622271
