%Recollect Version 2.3; iPad: ; User: RLB135; Session: 2
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,3,2,0,1,2,5,algoNotBayesian
32,3,2,0,0.5,3,5,algoNotBayesian
32,3,2,0,0.2857143,3,5,algoNotBayesian
32,3,2,0,0.7142857,3,5,algoNotBayesian
32,3,2,0,0.3333333,4,5,algoNotBayesian
32,3,2,0,0.5714286,3,5,algoNotBayesian
32,3,2,0,0.7142857,3,5,algoNotBayesian
32,3,2,0,0.6666667,4,5,algoNotBayesian
32,3,2,0,0.5714286,5,5,algoNotBayesian
32,3,2,0,0.5,5,5,algoNotBayesian
32,3,2,0,0.4444444,5,5,algoNotBayesian
32,3,2,0,0.8333333,5,5,algoNotBayesian
32,3,2,0,0.8571429,6,6,algoNotBayesian
32,3,2,0,0.8571429,7,7,algoNotBayesian
32,3,2,0,0.4545455,8,8,algoNotBayesian
32,3,3,0,1,2,8,algoNotBayesian
32,3,3,0,0.7142857,3,8,algoNotBayesian
32,3,3,0,0.8333333,4,8,algoNotBayesian
32,3,3,0,0.4444444,5,8,algoNotBayesian
32,3,3,0,0.1818182,5,8,algoNotBayesian
32,3,3,0,0.3333333,4,8,algoNotBayesian
32,3,3,0,0.5555556,3,8,algoNotBayesian
32,3,3,0,0.6666667,3,8,algoNotBayesian
32,3,3,0,0.75,3,8,algoNotBayesian
32,3,3,0,0.4444444,4,8,algoNotBayesian
32,3,3,0,0.5,4,8,algoNotBayesian
32,3,3,0,0.2222222,4,8,algoNotBayesian
32,3,3,0,1,3,8,algoNotBayesian
32,3,3,0,0.8333333,4,8,algoNotBayesian
32,3,3,0,0.75,5,8,algoNotBayesian
