%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,48,48,,,0,1486428568021,,1486428570351,1486428575984
3,1,2,71,71,,,0,1486428577989,,1486428580318,1486428581885
3,2,3,47D,47D,,,0,1486428583890,,1486428587451,1486428589685
3,3,3,DE8,DE8,,,1,1486428591690,,1486428595185,1486428604786
10,0,0,,,1,1,0,1486428633724,1486428633722,1486428595185,1486428640472
10,1,0,,,1,1,0,1486428642472,1486428642472,1486428595185,1486428649805
10,2,0,,,0,0,0,1486428651806,1486428651806,1486428595185,1486428655339
10,3,0,,,1,1,0,1486428657339,1486428657339,1486428595185,1486428661372
10,4,0,,,1,1,0,1486428663374,1486428663374,1486428595185,1486428668172
10,5,0,,,1,1,0,1486428670173,1486428670173,1486428595185,1486428674773
10,6,0,,,1,1,0,1486428676774,1486428676774,1486428595185,1486428680907
10,7,0,,,0,0,0,1486428682907,1486428682907,1486428595185,1486428686607
10,8,0,,,0,0,0,1486428688608,1486428688608,1486428595185,1486428693774
10,9,0,,,0,0,0,1486428695775,1486428695775,1486428595185,1486428698107
10,10,0,,,0,0,0,1486428700109,1486428700109,1486428595185,1486428702909
10,11,0,,,0,0,0,1486428704909,1486428704909,1486428595185,1486428706541
10,12,0,,,1,1,0,1486428708542,1486428708542,1486428595185,1486428711475
10,13,0,,,0,0,0,1486428713476,1486428713476,1486428595185,1486428715975
10,14,0,,,1,1,0,1486428717976,1486428717976,1486428595185,1486428723376
10,15,0,,,1,1,0,1486428725376,1486428725376,1486428595185,1486428731010
13,0,2,B0,B0,11,11,0,1486428786051,1486428793885,1486428796553,1486428800481
13,1,2,49,49,11,11,0,1486428802485,1486428807485,1486428810352,1486428811747
13,2,2,57,56,00,00,0,1486428813720,1486428820452,1486428824586,1486428832415
14,0,4,3710,3710,0101,0101,0,1486428841120,1486428854755,1486428858989,1486428861484
14,1,2,47,47,01,01,0,1486428863455,1486428869355,1486428873122,1486428876685
14,2,2,B0,B0,01,01,0,1486428878672,1486428885040,1486428889807,1486428892702
14,3,3,73C,73C,101,101,0,1486428894706,1486428903208,1486428904709,1486428907503
14,4,4,5D10,5D10,0001,0001,1,1486428909507,1486428923342,1486428926075,1486428932438
14,5,3,1FA,1FA,101,101,0,1486428934409,1486428943664,1486428945062,1486428947458
14,6,5,C6854,C684,10100,10100,0,1486428949463,1486428966531,1486428968697,1486428973359
14,7,3,215,215,110,110,0,1486428975364,1486428988965,1486428992800,1486428995960
14,8,5,FBD98,FBD98,11011,11011,0,1486428997931,1486429020968,1486429023033,1486429025295
14,9,5,0539B,0539B,01000,01000,0,1486429027300,1486429053569,1486429056136,1486429061697
14,10,2,60,60,10,10,0,1486429063702,1486429068838,1486429071303,1486429074598
14,11,4,E371,E371,0011,0011,0,1486429076570,1486429088804,1486429090372,1486429094366
