%Recollect Version 2.3. Scene/Level: , Session: 22, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488400665279,1488400671444
1,1,34,34,0,1488400672446,1488400678110
2,0,15,15,0,1488400681246,1488400687111
2,1,73,73,0,1488400688113,1488400693645
2,2,164,164,1,1488400694647,1488400704612
2,3,705,705,0,1488400705615,1488400712879
2,4,2173,2173,0,1488400713849,1488400723079
2,5,1504,1504,1,1488400724081,1488400735280
2,6,42350,24350,0,1488400736282,1488400747214
2,7,24061,24061,0,1488400748216,1488400763283
2,8,061743,061743,0,1488400764283,1488400779483
2,9,625037,,0,1488400780485,1488400804751
2,10,7152305,7152305,0,1488400805786,1488400827853
2,11,3157264,7315624,0,1488400828855,1488400853087
2,12,64527631,625763,0,1488400854090,1488400887389
2,13,05631742,0561374,1,1488400888391,1488400913224
3,0,60,06,0,1488400918592,1488400924458
3,1,24,42,0,1488400925459,1488400931025
4,0,25,52,0,1488400933626,1488400939258
4,1,63,36,0,1488400940260,1488400945959
4,2,574,475,0,1488400946961,1488400954126
4,3,207,702,0,1488400955128,1488400962760
4,4,7305,5037,0,1488400963761,1488400972760
4,5,4130,0314,0,1488400973762,1488400982995
4,6,35741,14753,0,1488400983996,1488400995028
4,7,70526,62507,0,1488400995997,1488401006730
4,8,607251,152076,1,1488401007730,1488401027163
4,9,270643,346072,0,1488401028165,1488401041898
4,10,0416327,7236104,0,1488401042899,1488401058999
4,11,5632041,1405632,2,1488401060000,1488401087317
