%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488405525538,1488405532470
1,1,34,34,0,1488405533438,1488405540070
2,0,15,15,0,1488405543104,1488405549903
2,1,73,73,0,1488405550871,1488405557337
2,2,164,164,0,1488405558338,1488405566904
2,3,705,705,0,1488405567905,1488405576304
2,4,2173,2173,0,1488405577273,1488405587838
2,5,1504,1504,0,1488405588807,1488405599339
2,6,42350,42350,0,1488405600307,1488405613140
2,7,24061,24061,0,1488405614108,1488405626475
2,8,061743,067143,0,1488405627443,1488405642574
2,9,625037,625043,0,1488405643544,1488405659109
3,0,60,06,0,1488405667045,1488405674343
3,1,24,42,0,1488405675346,1488405681677
4,0,25,52,0,1488405684613,1488405690944
4,1,63,36,0,1488405691912,1488405698745
4,2,574,475,0,1488405699747,1488405708578
4,3,207,702,0,1488405709580,1488405718579
4,4,7305,5073,0,1488405719581,1488405731479
4,5,4130,0314,0,1488405732449,1488405743814
4,6,35741,14735,0,1488405744815,1488405759448
4,7,70526,60245,0,1488405760450,1488405772949
