%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 20
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488390902603
1,0,3,1488390904603
1,0,6,1488390905804
1,0,7,1488390906270
1,0,10,1488390907170
1,0,11,1488390907571
1,0,13,1488390908337
1,0,18,1488390910137
1,0,19,1488390911038
1,0,22,1488390913004
1,0,23,1488390913504
1,0,29,1488390915804
1,0,30,1488390916938
1,0,31,1488390917504
1,0,36,1488390918937
1,0,37,1488390919937
9,0,-1,1488390921606
-1,0,42,1488390921938
1,1,1,1488390923304
1,1,4,1488390924171
1,1,8,1488390925638
1,1,14,1488390928538
1,1,15,1488390929038
1,1,16,1488390929972
1,1,18,1488390930671
1,1,19,1488390931505
1,1,22,1488390932905
1,1,23,1488390934539
1,1,24,1488390935105
1,1,26,1488390936005
1,1,27,1488390936838
1,1,30,1488390938105
1,1,31,1488390939406
1,1,36,1488390940739
1,1,37,1488390941606
1,1,38,1488390942072
9,1,-1,1488390942607
-1,1,40,1488390943005
1,2,1,1488390944239
1,2,2,1488390945272
1,2,4,1488390946340
1,2,6,1488390947306
1,2,7,1488390947906
1,2,11,1488390949106
1,2,13,1488390949872
1,2,14,1488390950706
1,2,16,1488390951739
1,2,17,1488390953176
1,2,18,1488390953441
1,2,19,1488390954340
1,2,20,1488390954673
1,2,25,1488390956506
1,2,27,1488390957273
1,2,28,1488390958306
1,2,32,1488390959406
1,2,34,1488390960506
1,2,36,1488390961207
1,2,37,1488390962207
1,2,38,1488390962607
9,2,-1,1488390963608
1,3,2,1488390965573
1,3,4,1488390966941
1,3,5,1488390967673
1,3,6,1488390968407
1,3,7,1488390968873
1,3,10,1488390970274
1,3,11,1488390971208
1,3,14,1488390972540
1,3,16,1488390973274
1,3,20,1488390974441
1,3,21,1488390975541
1,3,22,1488390976074
1,3,23,1488390976808
1,3,25,1488390977741
1,3,27,1488390978741
1,3,29,1488390979508
1,3,31,1488390980208
1,3,32,1488390981242
1,3,35,1488390982241
1,3,38,1488390984208
9,3,-1,1488390984609
1,4,0,1488390986408
1,4,5,1488390988875
1,4,7,1488390989841
1,4,8,1488390990642
1,4,10,1488390991975
1,4,11,1488390992642
1,4,12,1488390992908
1,4,13,1488390993508
1,4,15,1488390994442
1,4,17,1488390995275
1,4,22,1488390996876
1,4,25,1488390998109
1,4,27,1488390999343
1,4,30,1488391001676
1,4,33,1488391002709
1,4,36,1488391004137
1,4,38,1488391005298
9,4,-1,1488391005598
1,5,0,1488391007457
1,5,1,1488391008353
1,5,3,1488391009853
1,5,4,1488391010653
1,5,5,1488391011119
1,5,10,1488391013419
1,5,12,1488391014253
1,5,13,1488391015220
1,5,15,1488391016020
1,5,17,1488391016820
1,5,20,1488391018353
1,5,25,1488391020753
1,5,26,1488391021387
1,5,31,1488391023054
1,5,34,1488391024721
1,5,35,1488391025553
9,5,-1,1488391026588
-1,5,38,1488391027021
1,6,1,1488391028820
1,6,3,1488391030088
1,6,4,1488391031621
1,6,5,1488391032087
1,6,7,1488391033087
1,6,8,1488391034021
1,6,9,1488391034821
1,6,14,1488391037254
1,6,15,1488391038222
1,6,19,1488391039888
1,6,21,1488391041021
1,6,25,1488391042855
1,6,29,1488391044788
-1,6,28,1488391045088
1,6,33,1488391046722
9,6,-1,1488391047589
-1,6,34,1488391047955
1,7,1,1488391050455
1,7,4,1488391052355
1,7,7,1488391053889
1,7,9,1488391054822
1,7,10,1488391055722
1,7,13,1488391056823
1,7,18,1488391059222
1,7,19,1488391060222
1,7,23,1488391061089
1,7,25,1488391062656
1,7,28,1488391063656
1,7,29,1488391064256
1,7,31,1488391065423
1,7,32,1488391066190
1,7,34,1488391067089
1,7,35,1488391067389
9,7,-1,1488391068590
-1,7,39,1488391068789
1,8,1,1488391070523
1,8,2,1488391072124
1,8,6,1488391073756
1,8,8,1488391074991
1,8,17,1488391078623
1,8,18,1488391079390
1,8,20,1488391080257
1,8,22,1488391081658
1,8,23,1488391081923
1,8,24,1488391083157
1,8,26,1488391084224
1,8,28,1488391084957
1,8,30,1488391086157
1,8,33,1488391087624
1,8,35,1488391088524
1,8,36,1488391088857
9,8,-1,1488391089591
-1,8,37,1488391089957
1,9,0,1488391091458
1,9,1,1488391091991
1,9,2,1488391092524
1,9,3,1488391093157
1,9,6,1488391094691
1,9,10,1488391096592
1,9,11,1488391097091
1,9,12,1488391097958
1,9,15,1488391098959
1,9,16,1488391099358
1,9,17,1488391101024
1,9,21,1488391103225
1,9,22,1488391104258
1,9,23,1488391104491
1,9,27,1488391106858
1,9,28,1488391107826
1,9,30,1488391108825
1,9,31,1488391109625
1,9,32,1488391110192
9,9,-1,1488391110593
1,10,2,1488391113493
1,10,4,1488391114726
1,10,5,1488391115625
1,10,7,1488391116825
1,10,8,1488391118092
1,10,13,1488391120727
1,10,16,1488391122293
1,10,19,1488391124060
1,10,20,1488391124726
1,10,22,1488391125860
1,10,24,1488391126893
1,10,25,1488391128126
1,10,27,1488391129360
1,10,28,1488391130327
1,10,32,1488391131426
9,10,-1,1488391131594
1,11,1,1488391133594
1,11,2,1488391134927
1,11,4,1488391136060
1,11,6,1488391137027
1,11,7,1488391137694
1,11,11,1488391139061
1,11,12,1488391139727
1,11,14,1488391140660
1,11,15,1488391140927
1,11,20,1488391143527
1,11,23,1488391144895
1,11,24,1488391145094
1,11,26,1488391146094
1,11,27,1488391146862
1,11,29,1488391147627
1,11,31,1488391148861
1,11,33,1488391149194
1,11,34,1488391151061
1,11,35,1488391151828
