%Recollect Version 2.3. Scene/Level: , Session: 22, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,D7,D7,,,0,1488399684519,,1488399686912,1488399689146
3,1,2,45,45,,,0,1488399691117,,1488399693446,1488399694613
3,2,3,A05,A05,,,0,1488399696584,,1488399700080,1488399701580
3,3,3,47C,47C,,,1,1488399703551,,1488399707047,1488399711914
10,0,0,,,1,1,0,1488399728117,1488399728115,1488399707047,1488399732815
10,1,0,,,1,1,0,1488399734816,1488399734816,1488399707047,1488399740149
10,2,0,,,1,1,0,1488399742149,1488399742149,1488399707047,1488399745016
10,3,0,,,0,0,0,1488399747016,1488399747016,1488399707047,1488399751250
10,4,0,,,0,0,0,1488399753217,1488399753217,1488399707047,1488399754983
10,5,0,,,1,1,0,1488399756951,1488399756951,1488399707047,1488399759083
10,6,0,,,0,0,0,1488399761084,1488399761084,1488399707047,1488399762417
10,7,0,,,0,0,0,1488399764417,1488399764417,1488399707047,1488399765851
10,8,0,,,1,1,0,1488399767851,1488399767851,1488399707047,1488399769850
10,9,0,,,1,1,0,1488399771818,1488399771818,1488399707047,1488399777084
10,10,0,,,0,0,0,1488399779085,1488399779085,1488399707047,1488399780184
10,11,0,,,0,0,0,1488399782185,1488399782185,1488399707047,1488399783985
10,12,0,,,1,1,0,1488399785985,1488399785985,1488399707047,1488399787885
10,13,0,,,0,0,0,1488399789852,1488399789852,1488399707047,1488399791685
10,14,0,,,0,0,0,1488399793686,1488399793686,1488399707047,1488399794687
10,15,0,,,1,1,0,1488399796653,1488399796653,1488399707047,1488399799186
13,0,2,DE,DE,00,00,0,1488399807273,1488399812474,1488399814775,1488399817503
13,1,2,D4,D4,11,01,0,1488399819474,1488399826209,1488399828643,1488399830104
13,2,2,17,17,01,01,0,1488399832075,1488399837775,1488399842809,1488399845705
14,0,2,FA,FA,10,10,0,1488399853377,1488399859310,1488399861643,1488399863539
14,1,3,F35,F35,101,101,0,1488399865511,1488399874312,1488399876278,1488399879240
14,2,4,53CE,53CE,0011,0011,0,1488399881244,1488399895014,1488399897379,1488399899942
14,3,4,F57C,F57C,0100,0100,0,1488399901946,1488399912713,1488399914348,1488399916676
14,4,2,7C,7C,00,00,0,1488399918646,1488399923281,1488399924747,1488399928243
14,5,4,AC4F,AC4F,1011,1011,0,1488399930247,1488399947115,1488399949515,1488399951677
14,6,3,F37,F37,001,001,0,1488399953684,1488399961382,1488399964450,1488399966178
14,7,5,F316A,F316A,11111,11111,0,1488399968183,1488399985985,1488399987218,1488399990513
14,8,2,3D,3D,10,10,0,1488399992518,1488399998252,1488399999386,1488400001013
14,9,5,D69E4,D69E8,01000,01000,0,1488400003018,1488400018619,1488400022519,1488400030882
14,10,3,E5A,E5A,011,011,0,1488400032886,1488400042555,1488400046357,1488400048050
14,11,5,25BDF,25BDF,01100,01100,0,1488400050055,1488400067355,1488400069390,1488400072151
